lfdn;age;sex;v_3;education;relation;kldb;e1;a1r;c1;n1;o1;e2r;a2;c2r;n2r;o2;e3;a3r;c3;n3;o3;e4;a4;c4r;n4;o4;e5r;a5;c5r;n5r;o5;e6;a6r;c6;n6;o6;e7r;a7;c7;n7r;o7r;e8;a8r;c8;n8;o8;o9r;a9;c9r;o10;status;charisma;classes;a1;e2;c2;n2;a3;c4;e5;c5;n5;a6;e7;n7;o7;a8;o9;c9;extr_mean;open_mean;con_mean;agree_mean;neuro_mean
290;58;1;-99;4;3;9;5;1;5;4;5;1;5;4;5;5;5;1;5;2;5;5;5;4;2;5;1;5;4;5;5;5;1;5;4;4;1;5;4;5;1;5;1;4;1;5;1;5;4;4;1;14;5;5;5;2;1;5;2;5;2;1;5;5;1;5;5;5;2;5;4,8;3,44444444444444;5;2
291;29;1;-99;3;1;7;3;2;3;2;5;4;4;2;5;5;3;1;4;2;5;3;4;4;2;5;4;4;4;5;5;2;3;2;4;4;4;4;5;4;1;2;2;2;2;5;2;4;4;4;1;12;6;4;2;4;1;5;2;2;2;1;3;2;2;5;4;4;2;2,375;4,7;2,88888888888889;4;2
292;33;1;-99;5;7;3;4;2;5;2;5;4;5;5;4;5;3;1;5;4;3;3;4;4;2;5;4;5;2;4;5;3;4;3;4;5;4;4;5;4;3;3;2;4;1;4;3;5;4;5;1;11;4;4;2;1;2;5;2;2;4;2;2;2;2;3;4;3;2;2,75;4,3;3,44444444444444;4,22222222222222;2,375
293;49;1;-99;4;3;4;0;4;4;2;3;3;4;2;3;4;2;1;4;4;4;3;4;4;4;4;3;3;0;3;4;4;3;4;4;4;3;4;3;3;2;3;1;4;4;5;3;3;4;2;1;11;3;2;3;4;3;5;2;3; ;3;3;3;3;4;5;3;2;2,625;3,7;3,375;3,66666666666667;3,375
294;32;1;-99;2;3;5;5;5;5;1;5;5;5;5;5;5;1;1;5;5;5;5;1;5;1;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;1;1;13;4;1;1;1;1;5;1;1;1;1;1;1;1;5;1;1;1;3;4,2;3,22222222222222;2,77777777777778;2
296;45;1;-99;4;3;4;4;3;4;3;4;4;5;4;4;5;5;1;4;4;4;5;5;3;3;4;2;5;4;3;4;4;1;5;2;5;5;5;3;5;1;4;1;4;3;5;2;5;5;5;1;18;5;3;2;2;2;5;3;4;2;3;5;1;1;5;5;4;1;3,625;4,5;3,11111111111111;4,77777777777778;2,625
297;30;3;-99;2;3;0;4;1;1;5;5;3;4;5;2;5;5;1;2;4;3;4;5;5;5;5;3;5;4;2;4;1;2;3;4;5;3;5;1;3;4;4;3;2;5;5;2;4;5;5;1;16;2;5;3;1;4;5;1;3;2;4;4;3;3;2;3;4;1;3,375;4,3;1,55555555555556;4,44444444444444;4,25
298;30;1;-99;4;2;8;3;3;2;3;4;4;4;4;3;3;3;3;2;2;2;3;4;5;3;4;4;3;5;3;3;3;3;4;4;5;4;4;3;4;4;4;3;2;2;4;2;4;4;2;1;14;1;3;2;2;3;3;1;2;1;3;3;2;2;2;3;4;2;2,75;3,3;2,11111111111111;3,44444444444444;2,75
299;33;1;-99;4;7;10;4;0;3;2;5;4;4;4;3;5;3;1;4;3;5;4;3;0;4;5;4;3;4;5;5;3;4;4;3;2;3;4;4;5;1;2;3;4;2;4;4;5;4;4;1;16;2; ;2;2;3;5; ;2;2;1;2;3;1;5;3;2;2;2,875;4,2;3,125;3,625;2,375
300;28;2;-99;4;1;0;2;3;4;5;3;5;3;2;1;5;2;4;3;4;4;4;4;3;5;4;5;2;4;2;3;2;4;4;4;5;5;4;3;1;2;2;4;4;5;4;3;4;4;5;1;8;3;3;1;4;5;2;3;1;2;4;2;1;5;4;2;3;2;1,875;4;3,22222222222222;2,88888888888889;4,625
301;42;1;-99;6;3;9;3;4;5;1;5;1;3;1;1;5;5;3;5;2;5;5;4;1;1;5;3;3;1;5;5;5;4;4;1;5;4;2;5;5;2;4;1;4;1;5;2;4;1;3;1;12;1;2;5;5;5;3;5;3;5;1;2;2;1;4;5;4;5;4;4,6;4,77777777777778;3,11111111111111;1,625
302;20;1;-99;2;1;0;1;2;4;5;5;4;3;4;2;5;2;1;4;4;3;1;4;3;5;5;4;2;5;2;2;1;3;4;2;5;4;3;2;3;5;1;2;1;5;3;1;3;5;1;1;11;6;4;2;2;4;5;3;2;1;4;3;2;3;1;4;5;1;1,5;3,5;2,44444444444444;3,44444444444444;4
304;21;2;-99;2;2;6;5;2;4;3;4;2;4;5;3;5;4;3;3;3;4;4;4;5;2;5;2;4;4;3;3;4;2;3;3;4;2;4;4;3;1;4;3;3;3;5;2;3;4;5;1;10;1;4;4;1;3;3;1;4;2;3;4;4;3;5;3;4;2;4,125;4,4;2,55555555555556;3,66666666666667;2,875
305;32;1;-99;4;7;4;2;2;4;5;4;5;5;4;5;5;2;1;5;5;4;4;5;5;5;1;4;5;5;5;4;2;4;5;4;4;5;5;2;5;4;2;4;5;5;4;2;5;4;4;1;18;1;4;1;2;1;5;1;2;1;1;2;1;1;2;2;4;2;2;3,6;3;4,22222222222222;3,375
307;39;2;-99;3;3;8;4;1;5;4;4;3;4;3;2;5;3;1;4;4;5;5;5;2;4;5;2;4;3;4;4;4;4;4;3;5;4;5;5;4;2;5;1;4;4;5;2;5;3;5;1;16;1;5;3;3;4;5;4;4;3;2;2;2;2;4;5;4;3;3,75;4,6;3,88888888888889;4,44444444444444;3,375
308;42;1;-99;3;1;0;3;3;3;2;4;2;3;3;4;5;3;2;4;3;3;2;2;3;2;4;3;2;3;4;3;3;3;3;3;2;3;4;4;4;4;3;2;3;2;3;4;1;3;2;1;12;6;3;4;3;2;4;3;3;3;2;3;3;2;2;4;2;3;3;3;3,22222222222222;2,88888888888889;2,25
309;24;1;-99;5;7;9;3;5;5;4;5;4;4;2;1;5;1;2;4;3;5;4;4;5;5;5;4;4;4;2;5;2;4;2;4;4;4;4;4;4;1;1;2;4;4;5;2;4;4;4;1;12;2;1;2;4;5;4;1;2;2;4;2;2;2;5;4;4;2;2,125;4,7;3,11111111111111;3,44444444444444;3,875
311;50;2;-99;4;3;4;4;2;5;4;4;4;4;2;5;5;4;2;5;4;5;4;4;3;3;4;4;4;4;4;4;4;2;5;5;4;5;4;4;5;2;4;3;4;4;5;4;5;4;5;1;10;3;4;2;4;1;4;3;2;2;2;4;1;1;4;3;2;2;3,125;4,2;3,77777777777778;4;3
312;21;3;-99;3;1;7;3;4;5;4;4;4;2;4;2;5;4;3;5;4;5;4;3;2;4;4;4;2;4;4;4;3;4;2;3;4;4;4;5;4;2;1;3;4;3;4;4;2;2;3;1;11;5;2;2;2;4;3;4;2;2;2;2;2;2;4;3;2;4;2,625;3,9;3,66666666666667;2,55555555555556;3,25
313;18;1;-99;2;1;6;1;3;4;3;2;5;4;2;3;4;2;1;4;2;3;2;5;1;5;4;5;3;4;3;2;2;1;4;4;2;5;5;4;3;2;1;2;4;5;3;2;2;3;2;1;14;2;3;1;4;3;5;5;1;2;3;5;1;3;4;4;4;3;1,375;3;3,77777777777778;4;3,5
314;52;1;-99;2;3;8;3;2;4;2;5;3;5;3;3;5;4;3;4;3;3;5;2;3;3;5;3;3;4;3;5;3;3;3;3;4;3;4;4;4;3;4;3;2;3;4;3;4;4;3;1;14;2;4;3;3;3;3;3;3;2;3;3;3;2;3;3;3;2;3,5;4;3;3,44444444444444;2,75
315;20;1;-99;2;1;0;2;4;5;3;4;4;4;4;5;5;4;1;5;5;4;4;4;5;5;5;4;4;5;3;4;3;5;5;5;5;4;4;5;5;3;3;4;4;2;4;1;4;2;5;2;-77;-77;2;2;2;1;5;1;2;1;3;1;2;1;3;2;5;4;2,75;4,4;3,55555555555556;3,33333333333333;3,125
316;49;1;-99;2;1;6;2;1;5;1;3;4;5;1;5;3;3;1;5;1;3;3;5;1;1;3;5;5;3;4;4;4;4;3;3;3;3;5;5;4;5;3;3;3;2;5;4;3;3;3;1;15;5;5;2;5;1;5;5;1;3;2;2;3;2;1;3;2;3;2,625;3;4,11111111111111;4,22222222222222;1,625
317;23;1;-99;4;1;2;3;2;4;4;5;4;4;4;2;4;4;2;5;4;4;4;4;4;5;5;2;3;2;2;4;3;4;4;4;5;3;4;3;5;2;3;2;4;2;5;2;3;3;4;1;8;6;4;2;2;4;4;2;4;4;4;2;3;1;4;4;4;3;3,25;4,4;3,44444444444444;3,55555555555556;3,5
319;64;1;-99;4;3;8;5;4;5;1;5;1;5;4;3;5;3;1;5;4;5;5;5;4;2;5;2;5;3;5;5;5;3;5;4;5;3;4;4;5;3;5;4;4;1;4;1;2;4;4;1;10;2;2;5;2;3;5;2;4;3;1;3;3;1;3;2;5;2;4,375;4,6;3,55555555555556;3,66666666666667;2,125
320;30;2;-99;3;1;5;2;2;5;4;5;4;4;2;5;4;3;2;5;4;4;2;4;4;4;5;4;3;2;3;4;5;4;4;4;4;3;3;4;4;4;2;4;4;2;5;3;4;2;4;1;14;5;4;2;4;1;4;2;2;4;3;2;3;2;2;2;3;4;2,625;4;4;3,33333333333333;3
321;26;2;-99;5;1;8;5;2;5;1;5;1;5;1;2;5;5;1;5;4;5;5;5;1;1;4;2;5;1;5;4;5;4;5;1;3;4;5;5;5;4;4;2;5;2;5;4;5;1;5;1;17;6;4;5;5;4;5;5;4;5;1;2;2;1;2;4;2;5;4,375;4;5;4,44444444444444;1,875
322;27;1;-99;4;1;7;3;2;3;5;3;4;4;4;3;3;2;2;3;3;3;3;5;4;4;4;3;4;5;0;2;2;3;2;3;4;4;4;1;3;3;3;3;3;4;3;3;3;5;3;2;-77;-77;4;2;2;3;4;2;3;1; ;3;2;3;3;3;3;1;2,5;3,1;2;3,77777777777778;3,57142857142857
323;33;1;-99;4;3;8;5;4;2;2;4;1;5;4;4;5;2;2;2;2;2;5;5;5;4;4;1;5;4;5;5;5;3;1;4;4;1;5;4;4;5;5;1;4;2;4;4;5;4;1;1;10;6;2;5;2;2;4;1;5;2;1;3;5;2;1;5;2;2;4,625;3,2;2,22222222222222;4,33333333333333;2,375
324;30;1;-99;3;1;4;4;2;4;3;4;4;5;4;4;5;2;1;4;2;4;3;4;4;2;5;3;4;5;4;4;2;3;3;2;4;4;4;4;3;4;2;3;3;2;4;3;4;4;4;1;10;4;4;2;2;2;5;2;3;1;2;3;2;3;2;3;3;2;2,5;3,9;2,77777777777778;4;2,25
326;29;2;-99;5;1;7;3;4;4;2;4;2;4;3;4;4;4;3;4;4;4;4;4;2;4;4;3;3;2;4;4;4;4;4;4;4;3;4;4;4;4;3;2;4;2;4;2;4;2;4;1;10;4;2;4;3;2;3;4;3;4;2;2;3;2;2;4;4;4;3,5;3,8;3,88888888888889;3,33333333333333;2,75
327;23;1;-99;4;7;4;5;1;3;2;4;1;5;4;4;5;4;2;3;3;4;4;4;2;2;5;2;5;4;5;4;3;3;2;4;4;3;4;5;5;2;4;1;4;2;4;2;5;4;2;1;11;5;5;5;2;2;4;4;4;2;1;3;3;1;4;5;4;2;4;4;3;4,44444444444444;2,125
329;23;2;-99;3;2;8;3;1;5;1;4;3;4;2;3;4;3;1;5;3;4;3;4;3;4;4;2;3;3;2;4;3;3;4;4;2;4;3;3;4;1;3;1;5;4;5;4;5;4;4;1;13;4;5;3;4;3;5;3;4;3;4;3;2;2;5;5;2;2;3;3,8;3,77777777777778;4,11111111111111;3,125
330;29;2;-99;4;3;9;2;3;4;4;4;4;5;2;2;3;3;2;5;4;2;4;2;1;5;4;3;4;3;1;3;2;4;5;5;3;4;4;5;3;3;2;4;5;4;3;5;3;2;4;1;11;5;3;2;4;4;4;5;3;3;5;2;2;3;3;2;1;4;2,5;3;4,44444444444444;3,22222222222222;4,25
331;24;2;-99;3;7;7;3;2;4;4;4;4;3;2;1;4;3;2;4;4;3;3;5;3;4;5;3;4;4;2;4;2;2;3;3;4;4;4;3;2;5;3;2;3;4;4;5;4;3;3;1;13;5;4;2;4;5;4;3;3;2;4;4;2;4;1;4;1;3;2,625;3,3;3,22222222222222;4;4
332;39;1;-99;4;7;7;4;3;5;2;4;3;3;2;5;4;3;1;4;2;4;5;3;4;2;4;4;2;4;5;4;4;4;4;3;4;2;4;4;5;3;3;4;3;1;4;4;3;2;4;1;13;5;3;3;4;1;5;2;2;2;1;2;4;1;3;2;2;4;3,5;3,7;3,55555555555556;3;1,625
333;23;1;-99;3;7;7;2;3;4;4;1;4;4;4;3;5;1;2;5;3;4;1;5;4;5;5;4;2;5;4;4;3;3;3;4;4;4;4;5;3;2;2;2;2;3;4;4;2;3;4;1;12;6;3;2;2;3;4;2;2;1;2;3;2;3;4;4;2;3;1,875;3,7;3;3,44444444444444;3,375
335;27;1;-99;5;1;4;4;4;2;2;4;3;5;4;1;5;4;1;2;4;5;4;4;4;5;5;1;4;5;2;4;4;1;2;4;4;4;4;2;2;5;4;4;3;4;4;2;4;5;4;1;14;1;2;3;2;5;5;2;5;1;4;5;2;4;1;2;4;1;3,75;4;1,88888888888889;3,88888888888889;4
336;32;1;-99;4;7;4;2;3;5;1;3;4;4;2;3;4;3;1;3;4;3;3;4;1;4;5;5;4;4;4;4;3;4;4;4;3;5;4;4;3;4;3;1;4;4;5;2;2;4;3;1;10;5;3;2;4;3;5;5;1;2;2;2;1;3;2;5;4;2;2,25;3,6;3,66666666666667;3,66666666666667;3,125
337;38;2;-99;6;1;4;3;4;5;1;4;4;3;3;4;5;4;1;5;4;5;3;4;1;3;5;5;3;3;5;3;3;4;4;3;5;5;3;5;5;2;3;2;5;3;3;5;4;2;4;1;10;5;2;2;3;2;5;5;1;3;1;2;1;1;4;4;1;4;2,5;3,9;4,33333333333333;3,33333333333333;2,25
338;22;3;-99;4;2;8;4;1;5;3;5;3;5;2;2;4;2;1;5;4;4;4;4;4;4;5;2;4;2;2;4;2;2;4;4;5;4;4;4;4;5;3;3;4;4;4;2;4;4;4;1;14;6;5;3;4;4;5;2;4;4;4;4;2;2;1;3;4;2;3;4;3,77777777777778;4,22222222222222;3,625
339;53;1;-99;2;3;2;5;2;5;3;4;2;4;1;4;5;2;1;5;4;3;3;4;3;3;5;2;4;3;5;4;4;2;4;1;4;1;5;4;4;3;5;1;5;1;5;1;5;1;3;1;14;5;4;4;5;2;5;3;4;3;1;4;5;2;3;5;5;5;4;4,1;4,33333333333333;4,44444444444444;2,125
343;26;2;-99;2;6;4;4;3;2;3;4;3;5;4;2;5;1;3;3;4;5;5;3;5;5;5;3;4;5;3;5;4;1;3;4;5;5;4;3;2;4;1;2;4;5;5;5;4;4;5;1;13;6;3;3;2;4;3;1;3;1;3;5;1;4;2;4;1;2;2,75;4,2;2,33333333333333;3,88888888888889;4
344;26;2;-99;3;7;1;5;4;3;1;5;4;5;2;1;4;5;4;5;4;5;5;5;2;5;5;3;2;2;4;4;3;1;4;2;5;5;4;2;2;2;5;4;4;4;5;4;4;3;5;1;6;2;2;2;4;5;2;4;3;4;2;5;1;4;4;2;2;3;3,625;4,4;3,66666666666667;3,44444444444444;3,375
345;41;2;-99;5;3;9;3;2;4;3;4;3;4;1;3;5;3;1;5;4;4;4;3;2;3;3;2;3;2;3;4;4;3;4;4;4;3;4;4;5;2;2;3;5;2;3;2;5;5;3;1;10;3;4;3;5;3;5;4;4;4;3;3;3;1;4;3;4;1;3,25;3,8;4;3,77777777777778;2,875
346;37;2;-99;5;3;8;4;2;5;2;4;1;5;1;2;4;4;1;5;4;3;5;4;3;2;5;1;3;1;2;4;5;1;5;3;4;1;5;5;5;2;5;1;5;1;4;2;5;1;4;1;8;6;4;5;5;4;5;3;5;5;4;5;5;1;4;5;4;5;4,75;4;4,77777777777778;4,55555555555556;2,625
347;31;1;-99;2;7;3;4;1;0;3;5;4;4;3;1;3;2;2;4;4;4;4;4;5;5;5;2;4;4;2;2;3;3;3;3;4;4;3;3;2;3;2;4;4;2;4;1;4;4;3;1;18;1;5;2;3;5;4;1;4;2;4;3;2;4;3;2;5;2;2,875;3,8;2,44444444444444;3,66666666666667;3,75
348;33;4;queer;4;7;8;4;2;2;4;4;2;4;2;3;4;3;2;4;4;5;3;4;4;5;5;4;5;5;4;4;3;4;2;4;4;5;4;4;4;3;3;2;2;5;5;4;5;3;4;1;14;1;4;4;4;3;4;2;2;1;2;2;1;2;3;4;2;3;2,875;4;2,66666666666667;4;3,625
349;39;1;-99;2;3;0;2;2;3;3;4;5;4;3;3;3;3;3;3;3;3;3;4;3;3;4;5;3;3;3;3;3;3;3;3;3;4;3;3;3;2;2;1;3;3;3;3;2;3;3;1;15;6;4;1;3;3;3;3;1;3;3;3;2;3;4;5;3;3;2,125;3,3;3;3,44444444444444;3
350;27;1;-99;2;3;8;5;3;5;2;4;3;5;5;3;5;4;1;5;2;5;4;4;4;3;5;3;4;2;4;4;4;2;3;3;2;4;4;3;4;2;4;2;3;4;4;4;5;2;5;2;-77;-77;3;3;1;3;5;2;3;4;2;4;2;2;4;4;2;4;3,625;4;3,33333333333333;4,22222222222222;2,625
351;44;1;-99;2;3;8;5;3;4;2;5;1;4;2;4;4;2;2;4;2;4;5;4;4;1;5;1;4;4;4;4;5;2;4;2;4;2;4;4;4;2;5;2;3;4;5;3;5;2;4;1;14;1;3;5;4;2;4;2;5;2;2;4;4;2;4;4;3;4;4,5;4,2;3,44444444444444;4;2,125
353;36;1;-99;2;3;6;3;3;3;1;5;3;5;3;3;3;5;3;4;3;3;4;4;4;3;4;2;3;1;3;3;3;1;3;3;3;4;3;3;3;3;4;4;2;3;4;2;4;3;3;1;10;5;3;3;3;3;3;2;4;5;3;5;2;3;3;2;4;3;3,5;3,5;3,11111111111111;3,55555555555556;2,75
355;20;1;-99;2;1;0;1;1;5;4;4;5;5;1;1;5;2;1;5;5;5;2;1;1;5;5;5;1;1;4;4;2;4;3;3;4;5;4;5;1;5;1;1;2;5;4;4;1;2;4;1;10;3;5;1;5;5;5;5;1;5;2;2;1;5;1;5;2;4;1,375;3,8;4,33333333333333;3,22222222222222;4,25
356;33;2;-99;5;7;8;5;2;5;4;4;1;5;5;5;5;5;1;5;3;4;5;5;1;1;5;1;5;1;5;5;5;1;5;1;5;1;5;5;5;3;5;1;5;1;5;2;5;1;5;1;7;3;4;5;1;1;5;5;5;5;1;5;5;1;3;5;4;5;5;4,5;4,55555555555556;4,88888888888889;1,625
358;28;1;-99;3;7;3;4;5;4;4;4;4;4;4;2;5;4;2;4;4;4;5;5;3;4;5;3;4;2;4;5;4;3;2;4;4;3;4;4;5;2;4;4;4;4;3;3;4;4;3;1;16;4;1;2;2;4;4;3;3;4;2;3;3;1;4;2;3;2;3,625;4;3,22222222222222;3,44444444444444;3,375
359;31;1;-99;4;3;3;1;4;2;2;5;4;5;5;2;3;1;1;3;3;4;1;5;5;1;5;5;4;5;2;5;1;2;2;3;5;5;5;3;3;1;1;1;1;2;3;3;2;5;5;1;16;2;2;2;1;4;5;1;1;1;4;4;1;3;5;5;3;1;1,125;4,3;1,66666666666667;4,11111111111111;2,75
360;51;1;-99;4;3;3;4;2;5;2;5;3;5;1;5;5;5;2;5;4;5;3;4;1;1;5;1;4;1;5;4;5;2;5;4;5;2;4;4;5;1;4;3;5;1;4;1;4;2;5;1;13;1;4;3;5;1;4;5;5;5;1;4;4;1;5;3;5;4;4,125;4,8;4,77777777777778;4;1,875
361;34;2;-99;2;2;1;4;3;3;2;4;3;4;4;4;3;3;3;2;3;2;4;2;2;1;2;2;4;4;4;3;3;2;3;4;2;3;3;2;4;4;2;2;3;2;4;2;3;2;2;1;20;6;3;3;2;2;3;4;4;2;2;4;3;2;2;4;4;4;3,25;2,8;2,77777777777778;3,33333333333333;2,25
363;46;1;-99;5;2;8;5;3;5;4;5;4;4;4;4;5;4;1;4;4;5;3;4;3;3;5;3;3;2;4;4;4;4;4;4;5;4;4;4;5;2;4;3;4;4;5;5;3;5;5;1;15;5;3;2;2;2;5;3;3;4;2;2;2;1;4;3;1;1;3,375;4,4;3,44444444444444;3,44444444444444;3
366;34;1;-99;3;3;6;5;4;5;4;5;5;4;4;5;5;2;4;5;2;5;5;4;5;4;5;4;4;4;2;5;4;3;5;3;5;4;4;5;5;2;4;4;5;2;5;1;4;2;5;1;18;6;2;1;2;1;2;1;2;2;4;3;2;1;4;2;5;4;3,125;4,9;3,77777777777778;3,22222222222222;2,625
367;39;1;-99;2;7;9;4;4;4;2;4;2;4;2;5;5;4;1;4;3;5;4;5;2;3;5;3;5;3;5;5;4;2;3;4;5;2;5;4;5;2;4;2;3;1;5;1;5;2;4;1;12;5;2;4;4;1;5;4;3;3;1;4;4;1;4;4;5;4;3,875;4,7;3,66666666666667;4,33333333333333;2
368;27;2;-99;5;1;9;5;3;4;4;4;2;4;4;2;5;5;2;4;4;4;4;3;2;5;2;0;4;2;2;4;3;2;4;5;5;2;4;3;4;4;4;4;4;4;5;1;4;4;4;1;13;1;3;4;2;4;4;4; ;4;4;4;4;2;2;2;5;2;4,14285714285714;4;3,44444444444444;3,55555555555556;4
370;28;1;-99;2;7;7;2;2;3;2;4;4;3;4;4;5;3;2;4;3;4;3;4;3;4;5;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;2;3;4;2;4;4;4;3;3;1;11;5;4;2;2;2;4;3;2;3;3;3;3;2;2;3;2;3;2,5;3,5;3,22222222222222;3,44444444444444;2,625
369;35;1;-99;4;3;4;4;2;5;4;5;4;4;4;1;4;2;4;4;4;5;2;5;2;4;5;4;3;1;1;4;4;5;3;5;5;4;5;2;1;4;2;1;3;4;5;3;4;5;5;1;14;1;4;2;2;5;2;4;2;5;5;1;2;5;2;5;3;1;2,5;4,3;3,22222222222222;3,66666666666667;4,5
371;22;1;-99;2;1;0;2;2;3;4;5;3;4;3;3;5;2;2;4;4;5;4;4;5;5;5;4;3;4;3;5;4;4;4;4;4;5;4;4;4;3;2;4;2;4;5;4;4;3;3;1;14;1;4;3;3;3;4;1;2;2;3;2;1;2;3;2;2;3;2,5;4,2;2,88888888888889;3,44444444444444;3,625
372;24;1;-99;4;1;0;2;5;4;5;2;4;5;4;1;4;1;1;2;4;4;2;3;4;5;2;4;3;4;1;2;1;3;2;2;1;4;4;4;1;4;1;2;3;4;2;5;4;2;4;1;11;1;1;2;2;5;5;2;2;2;5;3;2;5;2;4;1;4;1,625;2,4;2,77777777777778;3,55555555555556;4,375
373;31;2;-99;5;7;4;2;4;2;2;4;4;4;4;4;4;3;1;4;2;4;3;4;2;4;5;4;4;4;4;4;2;3;4;2;2;4;4;5;4;2;4;2;4;2;4;2;4;5;4;1;7;4;2;2;2;2;5;4;2;2;2;3;2;2;4;4;4;1;2,5;3,9;3,11111111111111;3,77777777777778;2,25
374;28;2;-99;3;1;8;2;2;3;3;2;5;4;4;2;4;2;2;3;3;3;4;5;5;4;5;5;4;4;3;2;1;3;2;4;4;5;4;2;3;3;2;2;2;4;4;3;4;5;4;1;13;5;4;1;2;4;4;1;1;2;3;3;1;3;3;4;3;1;1,75;3,4;2;4;3,5
375;36;1;-99;4;7;4;4;4;5;2;5;2;5;1;4;5;4;4;5;2;4;4;4;1;4;5;2;3;1;4;5;5;2;4;2;5;2;5;5;4;3;4;3;5;2;5;3;3;2;5;2;-77;-77;2;4;5;2;2;5;4;5;2;4;4;2;3;3;3;4;4,125;4,5;4,77777777777778;3,44444444444444;2,25
376;30;2;-99;3;7;6;2;3;4;2;2;4;4;5;3;5;3;1;5;4;2;1;4;4;4;2;5;5;1;2;2;3;2;3;3;3;5;4;3;4;4;4;4;2;2;2;4;3;3;1;2;-77;-77;3;2;1;3;5;2;1;5;4;4;1;2;2;2;2;3;2,125;2,3;3,11111111111111;3,77777777777778;3
377;34;1;-99;5;1;4;3;2;5;3;5;4;5;3;4;5;4;1;4;4;5;4;5;4;4;5;4;5;3;4;4;4;3;5;3;4;4;5;5;5;3;4;2;4;3;4;3;4;3;4;2;-77;-77;4;2;3;2;5;2;2;3;2;3;2;1;3;4;3;3;3,125;4,2;3,77777777777778;4,44444444444444;2,75
381;30;2;-99;3;3;8;4;2;5;4;4;4;4;1;2;4;3;2;5;5;5;3;2;2;5;4;4;4;4;2;4;2;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;3;2;4;2;-77;-77;4;2;5;4;4;4;2;2;4;2;2;2;4;2;2;4;2,5;3,9;4,11111111111111;3,22222222222222;4
382;32;1;-99;3;3;4;2;4;3;1;4;1;5;1;4;4;4;3;5;4;4;2;4;1;3;5;5;5;4;4;4;2;4;4;3;4;3;5;5;5;3;3;1;5;1;2;3;5;3;5;2;1;1;2;5;5;2;3;5;1;2;2;2;3;1;3;5;3;3;2,75;3,8;4,11111111111111;4;2,125
383;26;2;-99;5;3;8;4;4;5;2;5;2;5;4;4;5;5;2;5;4;2;4;1;1;5;5;2;5;2;2;5;4;4;5;5;5;5;4;5;2;5;2;4;5;5;5;5;5;2;5;1;4;2;2;4;2;2;4;5;4;4;4;2;1;4;1;2;1;4;3,5;3,9;4,44444444444444;3,33333333333333;3,875
384;27;2;-99;5;3;4;4;3;3;4;5;4;4;5;2;5;4;1;3;4;3;3;4;5;5;5;4;4;4;2;4;4;4;2;5;4;4;5;3;4;4;0;2;2;5;5;2;4;5;3;1;18;1;3;2;1;4;5;1;2;2;4;2;2;2;2;4;4;1;2,625;4;2;3,88888888888889;4,125
385;44;1;-99;3;3;6;5;2;2;1;5;1;4;4;3;3;3;2;3;3;5;0;4;4;2;5;1;4;4;3;5;3;1;1;3;3;1;4;2;4;3;4;3;2;2;4;2;4;4;3;1;12;2;4;5;2;3;4;2;5;2;3;5;5;2;3;3;4;2;3,75;4;2;4;2,375
386;27;2;-99;3;6;9;4;2;4;3;4;3;4;3;3;5;3;1;4;2;3;4;5;4;3;5;3;4;3;4;3;3;2;2;3;4;4;5;4;4;2;4;2;4;3;5;2;4;4;5;1;13;1;4;3;3;3;5;2;3;3;2;4;2;2;4;4;4;2;3,25;4,2;3,11111111111111;4,33333333333333;2,625
387;25;1;-99;4;1;4;2;3;4;4;4;5;4;2;5;4;1;1;4;4;5;2;5;2;4;5;4;4;3;3;4;3;2;3;2;2;4;4;5;5;2;2;1;4;3;5;3;4;3;1;1;12;3;3;1;4;1;5;4;2;3;3;4;2;1;4;5;3;3;1,875;3,7;3,77777777777778;4,22222222222222;2,75
388;19;3;-99;2;7;9;5;4;2;4;5;3;4;5;4;5;3;4;1;4;5;4;4;5;5;5;2;4;5;2;5;4;4;2;5;5;4;4;4;5;3;4;4;2;4;5;3;3;4;5;1;14;5;2;3;1;2;2;1;4;1;4;2;2;1;3;2;3;2;3,625;4,6;1,77777777777778;3;3,625
391;21;1;-99;2;7;0;5;4;4;3;5;1;3;2;4;5;5;3;5;5;4;4;4;4;5;5;1;4;4;3;4;4;2;4;3;5;1;2;5;4;1;4;4;4;3;4;1;3;5;5;1;16;1;2;5;4;2;3;2;5;2;3;4;5;2;5;2;5;1;4,625;4,7;3,44444444444444;3;3,25
392;41;1;-99;5;3;4;2;5;5;1;3;3;4;3;3;5;3;1;4;4;3;2;5;1;4;5;3;5;3;4;5;3;1;3;3;3;4;5;5;5;2;2;3;4;4;3;4;5;2;3;1;8;2;1;3;3;3;5;5;3;3;2;5;2;1;4;3;2;4;2,5;3,6;4;4,22222222222222;2,75
394;25;2;-99;4;1;8;4;3;3;4;3;4;5;4;3;5;3;3;5;4;4;4;3;3;4;4;4;4;4;1;4;3;2;3;5;5;5;5;4;3;3;2;1;5;5;4;3;4;4;5;1;14;1;3;2;2;3;3;3;2;2;5;4;1;3;3;5;3;2;2,625;4;3,22222222222222;4;4,125
